id,title_es,title_en,text_es,text_en
69,El Traje Nuevo del Emperador,The Emperor's New Clothes,"Un emperador vanidoso contrató a dos tramposos que dijeron tejer un traje invisible para tontos. Todos en la corte fingieron ver la ropa por miedo. Durante un desfile, un niño honesto gritó que el emperador iba desnudo. La multitud rompió en risas y el soberano comprendió que la vanidad lo había cegado ante la verdad más simple y evidente del mundo entero.","A vain emperor hired two swindlers who said they would weave an invisible suit for fools. Everyone at court pretended to see the clothes out of fear. During a parade, an honest child shouted that the emperor was naked. The crowd burst into laughter and the sovereign realized that vanity had blinded him to the simplest and most evident truth in the whole world."
70,El Soldadito de Plomo,The Steadfast Tin Soldier,"Había una vez un soldadito de plomo con una sola pierna. Se enamoró de una bailarina de papel que vivía en la misma habitación. Un sapo malvado lo empujó a la calle y viajó por alcantarillas y ríos. Un pez enorme se lo tragó, pero lo rescataron. Finalmente, una corriente de aire lo lanzó a la chimenea. La bailarina voló tras él y ambos se unieron en cenizas de amor eterno.","Once upon a time there was a tin soldier with only one leg. He fell in love with a paper ballerina who lived in the same room. An evil goblin pushed him into the street and he traveled through drains and rivers. A huge fish swallowed him, but he was rescued. Finally, a draft of air threw him into the fireplace. The ballerina flew after him and they united in ashes of eternal love."
71,La Princesa y el Guisante,The Princess and the Pea,"Un príncipe quería casarse con una princesa auténtica. Una noche, durante una tormenta, llegó una joven empapada pidiendo refugio. La reina puso un guisante debajo de veinte colchones para probarla. A la mañana siguiente, la joven dijo que no durmió nada por algo duro en la cama. Así se demostró que era una verdadera princesa y se casó con el príncipe felizmente.","A prince wanted to marry a real princess. One night, during a storm, a soaked young woman arrived asking for shelter. The queen placed a pea under twenty mattresses to test her. The next morning, the young woman said she had not slept because of something hard in the bed. Thus it was proven that she was a true princess and she happily married the prince."
72,La Pequeña Vendedora de Cerillos,The Little Match Girl,"En una noche fría de invierno, una niña pobre vendía cerillos en las calles heladas. Tenía miedo de regresar a casa porque su padre la castigaría por no vender nada. Encendió los cerillos para calentarse y vio visiones maravillosas de comida, un árbol de Navidad y su abuelita fallecida. Al amanecer, la encontraron tranquila, sonriendo, reunida con su abuela en el cielo.","On a cold winter night, a poor little girl sold matches on the frozen streets. She was afraid to return home because her father would punish her for selling nothing. She lit the matches to warm herself and saw wonderful visions of food, a Christmas tree, and her deceased grandmother. At dawn, they found her peaceful, smiling, reunited with her grandmother in heaven."
73,La Reina de las Nieves,The Snow Queen,"Kay y Gerda eran mejores amigos hasta que un espejo mágico y la Reina de las Nieves congelaron el corazón de Kay. Gerda emprendió un viaje épico a través de bosques y palacios helados para salvarlo. Con lágrimas de amor verdadero, derritió el hielo de su corazón y liberó a su amigo. Juntos regresaron a casa, más fuertes y unidos que nunca antes en sus vidas.","Kay and Gerda were best friends until a magic mirror and the Snow Queen froze Kay's heart. Gerda undertook an epic journey through forests and frozen palaces to save him. With tears of true love, she melted the ice in his heart and freed her friend. Together they returned home, stronger and more united than ever before in their lives."
74,El Sastrecillo Valiente,The Brave Little Tailor,"Un sastre mató siete moscas de un solo golpe y se hizo una cinta que decía así. Los gigantes del reino lo desafiaron a pruebas de fuerza. Usando su astucia, engañó a los gigantes para que pelearan entre ellos. Luego venció a un jabalí y a un unicornio. El rey, impresionado, le dio la mano de su hija y mitad del reino como premio a su valentía y astucia incomparables.","A tailor killed seven flies at one blow and made a sash that said so. The giants of the kingdom challenged him to tests of strength. Using his cunning, he tricked the giants into fighting each other. Then he defeated a boar and a unicorn. The king, impressed, gave him his daughter's hand and half the kingdom as a reward for his incomparable bravery and wit."
75,El Príncipe Rana,The Frog Prince,"Una princesa dejó caer su pelota de oro favorita a un pozo profundo. Una rana se la recuperó a cambio de que ella la besara y la dejara comer de su plato. La princesa, disgustada, cumplió a regañadientes. Al besar a la rana, esta se transformó en un príncipe hermoso que estaba bajo un hechizo. Se casaron y vivieron felices en un reino cercano con gran prosperidad.","A princess dropped her favorite golden ball into a deep well. A frog recovered it in exchange for a kiss and permission to eat from her plate. The princess, disgusted, reluctantly agreed. Upon kissing the frog, it transformed into a handsome prince who was under a spell. They married and lived happily in a nearby kingdom with great prosperity."
76,El Flautista de Hamelín,The Pied Piper of Hamelin,"La ciudad de Hamelín sufría una plaga de ratas. Un misterioso flautista ofreció eliminarlas por una bolsa de oro. Con su música encantada, los roedores siguieron su flauta al río y se ahogaron. El alcalde se negó a pagar. Como venganza, el flautista tocó otra melodía y todos los niños de la ciudad lo siguieron hasta una montaña, desapareciendo para siempre de Hamelín.","The city of Hamelin suffered a plague of rats. A mysterious piper offered to eliminate them for a bag of gold. With his enchanted music, the rodents followed his pipe to the river and drowned. The mayor refused to pay. As revenge, the piper played another melody and all the children of the city followed him to a mountain, disappearing from Hamelin forever."
77,El Hombre de Jengibre,The Gingerbread Man,"Una anciana horneó un hombre de jengibre que cobró vida y escapó corriendo de la casa. Cruzó campos y bosques mientras cantaba que nadie podía atraparlo. Encontró un río ancho que no podía cruzar. Un zorro astuto le ofreció ayuda llevándolo sobre su lomo y nariz. Al llegar al otro lado, el zorro lo engañó y se lo comió de un solo bocado crujiente y delicioso.","An old woman baked a gingerbread man who came to life and ran away from the house. He crossed fields and forests while singing that no one could catch him. He found a wide river he could not cross. A clever fox offered help by carrying him on his back and snout. Upon reaching the other side, the fox tricked him and ate him in one crunchy and delicious bite."
78,Los Músicos de Bremen,The Bremen Town Musicians,"Un burro viejo, un perro, un gato y un gallo decidieron ir a Bremen para ser músicos. En el camino, encontraron una casa de ladrones. Subieron al tejado y cantaron con todas sus fuerzas. Los ladrones huyeron aterrorizados. Los animales ocuparon la casa, comieron bien y durmieron tranquilo, demostrando que la valentía no depende de la edad ni del tamaño corporal.","An old donkey, a dog, a cat, and a rooster decided to go to Bremen to become musicians. On the way, they found a robbers' house. They climbed onto the roof and sang with all their might. The robbers fled in terror. The animals occupied the house, ate well, and slept peacefully, proving that bravery does not depend on age or body size."
79,El Lobo y los Siete Cabritos,The Wolf and the Seven Young Goats,"Una cabra madre salió y advirtió a sus siete cabritos no abrir la puerta a nadie. Un lobo astuto llegó y fingió ser la madre con una voz disfrazada. Los cabritos notaron sus grandes uñas negras y no abrieron. El lobo volvió con harina en las patas y engañó a todos menos al más pequeño escondido en el reloj. La madre regresó, abrió la panza del lobo y salvó a sus hijos.","A mother goat left and warned her seven kids not to open the door to anyone. A cunning wolf arrived and pretended to be the mother with a disguised voice. The kids noticed his big black nails and did not open. The wolf returned with flour on his paws and fooled all except the smallest hidden in the clock. The mother returned, opened the wolf's belly, and saved her children."
80,El Príncipe y el Mendigo,The Prince and the Pauper,"Tom Canty era un pobre mendigo y Eduardo era príncipe de Inglaterra. Se encontraron y se sorprendieron al verse idénticos. Cambiaron de ropa por diversión, pero la situación se complicó. Eduardo vivió las penurias del pueblo mientras Tom aprendía a gobernar. Finalmente, Eduardo recuperó el trono y nombró a Tom su consejero real, cerrando la brecha entre ricos y pobres con justicia.","Tom Canty was a poor beggar and Edward was Prince of England. They met and were surprised to look identical. They switched clothes for fun, but the situation got complicated. Edward lived the hardships of the people while Tom learned to rule. Finally, Edward recovered the throne and named Tom his royal advisor, closing the gap between rich and poor with justice."
81,Peter Pan,Peter Pan,"Peter Pan era un niño que nunca crecía y vivía en el País de Nunca Jamás. Visitó a Wendy y sus hermanos y los llevó volando a su isla mágica. Allí enfrentaron al Capitán Garfio y sus piratas. Peter luchó con valentía y derrotó al villano. Los niños decidieron regresar a Londres, pero Peter se quedó en su isla, simbolizando la eterna juventud y el espíritu libre de la infancia pura.","Peter Pan was a boy who never grew up and lived in Neverland. He visited Wendy and her brothers and flew them to his magical island. There they faced Captain Hook and his pirates. Peter fought bravely and defeated the villain. The children decided to return to London, but Peter stayed on his island, symbolizing eternal youth and the free spirit of pure childhood."
82,El Mago de Oz,The Wizard of Oz,"Dorothy fue llevada por un tornado al mágico mundo de Oz. Su casa aplastó a una bruja mala. Para regresar a Kansas, siguió el camino de baldosas amarillas hasta la Ciudad Esmeralda. En el camino conoció a un espantapájaros sin cerebro, a un hombre de hojalata sin corazón y a un león cobarde. Juntos vencieron a la bruja del Oeste y el Mago les reveló que el poder siempre estuvo dentro de ellos.","Dorothy was carried by a tornado to the magical land of Oz. Her house crushed a wicked witch. To return to Kansas, she followed the yellow brick road to the Emerald City. Along the way she met a scarecrow without a brain, a tin man without a heart, and a cowardly lion. Together they defeated the Witch of the West and the Wizard revealed that the power was always within them."
83,Alicia en el País de las Maravillas,Alice in Wonderland,"Alicia siguió a un conejo blanco con reloj hasta una madriguera profunda. Cayó a un mundo extraño donde bebió pociones que la encogían y comió pasteles que la agrandaban. Conoció al Sombrerero Loco, la Oruga y la Reina de Corazones. La reina la acusó injustamente y Alicia despertó justo antes de la sentencia. Todo había sido un sueño lleno de fantasía y locura encantadora.","Alice followed a white rabbit with a watch down a deep hole. She fell into a strange world where she drank potions that shrank her and ate cakes that made her grow. She met the Mad Hatter, the Caterpillar, and the Queen of Hearts. The queen unjustly accused her and Alice woke up just before the sentence. Everything had been a dream full of fantasy and enchanting madness."
84,El Libro de la Selva,The Jungle Book,"Mowgli era un niño criado por lobos en la selva de la India. Su mejor amigo era la pantera Bagheera y el oso Baloo le enseñó la ley de la jungla. El tigre Shere Khan lo amenazaba constantemente por ser humano. Mowgli usó fuego para vencer al tigre y proteger a su manada. Finalmente, regresó a la aldea de los hombres, pero siempre recordó a su familia de animales salvajes.","Mowgli was a boy raised by wolves in the jungles of India. His best friend was the panther Bagheera and the bear Baloo taught him the law of the jungle. The tiger Shere Khan constantly threatened him for being human. Mowgli used fire to defeat the tiger and protect his pack. Finally, he returned to the village of men, but always remembered his family of wild animals."
85,Heidi,Heidi,"Heidi era una niña huérfana que vivió con su abuelito en los Alpes suizos. Amaba las montañas, las cabras y las flores silvestres. Su tía la llevó a la ciudad para acompañar a una niña enferma en silla de ruedas. Heidi extrañaba tanto el campo que enfermó. Al regresar, llevó a su amiga Clara a la montaña. El aire puro y la alegría lograron que Clara caminara por primera vez en años.","Heidi was an orphan girl who lived with her grandfather in the Swiss Alps. She loved the mountains, goats, and wildflowers. Her aunt took her to the city to accompany a sick girl in a wheelchair. Heidi missed the countryside so much that she became ill. Upon returning, she brought her friend Clara to the mountain. The pure air and joy made Clara walk for the first time in years."
86,El Principito,The Little Prince,"Un piloto perdido en el desierto conoció a un pequeño príncipe venido de un asteroide diminuto. El Principito viajaba por el universo visitando planetas extraños con habitantes absurdos. Cuidaba una rosa caprichosa y domesticó a un zorro que le enseñó que lo esencial es invisible a los ojos. Antes de partir, le regaló estrellas que reirían cuando el piloto mirara el cielo nocturno con amor.","A pilot lost in the desert met a little prince from a tiny asteroid. The Little Prince traveled the universe visiting strange planets with absurd inhabitants. He cared for a capricious rose and tamed a fox who taught him that what is essential is invisible to the eyes. Before leaving, he gifted him stars that would laugh when the pilot looked at the night sky with love."
87,Mary Poppins,Mary Poppins,"Mary Poppins llegó volando con su paraguas a la casa de los Banks para cuidar de Jane y Michael. Era una niñera mágica que sacaba objetos imposibles de su bolso y hacía viajes por el techo. Llevó a los niños a encontrarse con estrellas de circo y animales parlantes. Cuando la familia aprendió a valorarse, ella se despidió y voló lejos, dejando recuerdos inolvidables de magia y disciplina amorosa.","Mary Poppins arrived flying with her umbrella to the Banks' house to care for Jane and Michael. She was a magical nanny who pulled impossible objects from her bag and took trips across the ceiling. She took the children to meet circus stars and talking animals. When the family learned to value each other, she said goodbye and flew away, leaving unforgettable memories of magic and loving discipline."
88,El Jardín Secreto,The Secret Garden,"Mary Lennox era una niña huérfana enviada a vivir con su tío en un sombrío castillo inglés. Descubrió una puerta escondida detrás de una enredadera que daba a un jardín abandonado. Con la ayuda de un jardinero y su primo enfermo, restauraron las flores y los rosales. El jardín floreció y con él, la salud y la alegría de todos. Mary aprendió que la naturaleza sana el alma y une corazones rotos.","Mary Lennox was an orphan girl sent to live with her uncle in a gloomy English castle. She discovered a hidden door behind an ivy vine that led to an abandoned garden. With the help of a gardener and her sick cousin, they restored the flowers and rosebushes. The garden bloomed and with it, the health and joy of everyone. Mary learned that nature heals the soul and unites broken hearts."
89,Pollyanna,Pollyanna,"Pollyanna era una niña optimista que jugaba al juego de la alegría, buscando algo bueno en cada situación difícil. Llegó a vivir con su tía amargada en un pueblo pequeño. Con su sonrisa contagiosa, transformó la vida de todos los vecinos. Un accidente la dejó sin poder caminar, pero todo el pueblo vino a apoyarla. Su positividad la ayudó a recuperarse y demostró que la actitud cambia el destino.","Pollyanna was an optimistic girl who played the glad game, finding something good in every difficult situation. She came to live with her bitter aunt in a small town. With her contagious smile, she transformed the lives of all the neighbors. An accident left her unable to walk, but the whole town came to support her. Her positivity helped her recover and proved that attitude changes destiny."
90,El Grillo Feliz,The Happy Cricket,"Un grillo alegre cantaba cada noche en el jardín de una familia humilde. Su música alegraba a todos los vecinos y espantaba la tristeza de la casa. Un día, un sapo envidioso intentó acallarlo, pero los niños del barrio protegieron al grillo. Su canto trajo buena suerte y cosechas abundantes. Desde entonces, todos aprendieron que la música y la alegría son tesoros que nunca deben perderse.","A happy cricket sang every night in the garden of a humble family. His music cheered all the neighbors and banished sadness from the house. One day, an envious toad tried to silence him, but the neighborhood children protected the cricket. His song brought good luck and abundant harvests. Since then, everyone learned that music and joy are treasures that must never be lost."
91,El Zorro y el Diablo,The Fox and the Devil,"Un zorro astuto hizo un trato con el diablo para obtener cola más larga y brillante. A cambio, debía engañar a cien animales en un año. El zorro logró noventa y nueve engaños, pero el último fue un erizo sabio que lo hizo caer en su propia trampa. El diablo se rio y le quitó todo. El zorro aprendió que la astucia mal usada siempre vuelve contra quien la practica con maldad.","A clever fox made a deal with the devil to get a longer and shinier tail. In exchange, he had to trick a hundred animals in a year. The fox achieved ninety-nine deceptions, but the last was a wise hedgehog who made him fall into his own trap. The devil laughed and took everything away. The fox learned that misused cunning always comes back against whoever practices it with evil."
92,El Pájaro de Fuego,The Firebird,"Un zar mandó a su hijo a capturar el legendario pájaro de fuego que robaba manzanas de oro del jardín real. El príncipe viajó por tierras lejanas y encontró al ave brillante en un bosque oscuro. En lugar de capturarla, le pidió una pluma como prueba. El pájaro accedió y le concedió tres deseos mágicos. Con sabiduría, el príncipe usó los deseos para traer paz y prosperidad a todo su reino.","A czar sent his son to capture the legendary firebird that stole golden apples from the royal garden. The prince traveled through distant lands and found the shining bird in a dark forest. Instead of capturing it, he asked for a feather as proof. The bird agreed and granted him three magic wishes. Wisely, the prince used the wishes to bring peace and prosperity to his entire kingdom."
93,La Cenicienta (Historia Completa),Cinderella (Full Story),"Cenicienta vivía con su madrastra malvada y dos hermanas envidiosas que la obligaban a trabajar como sirvienta. Su hada madrina apareció y transformó una calabaza en carruaje, ratones en caballos y su vestido en un traje de baile deslumbrante. Bailó con el príncipe, pero a medianoche huyó dejando un zapato de cristal. El príncipe probó el zapato en todo el reino hasta encontrarla. Se casaron y vivieron felices para siempre.","Cinderella lived with her wicked stepmother and two jealous stepsisters who forced her to work as a servant. Her fairy godmother appeared and turned a pumpkin into a carriage, mice into horses, and her dress into a dazzling ball gown. She danced with the prince, but at midnight she fled leaving a glass slipper. The prince tried the slipper throughout the kingdom until he found her. They married and lived happily ever after."
94,La Bella Durmiente del Bosque,Sleeping Beauty of the Wood,"Un rey y una reina deseaban un hijo durante muchos años. Finalmente, una princesa nació y tres hadas buenas le dieron dones mágicos. Una bruja no invitada maldijo a la bebé con la muerte al pincharse el dedo. La tercera hada suavizó la maldición con un sueño profundo de cien años. Un príncipe valiente rompió el encantamiento con un beso y despertó a toda la corte con alegría inmensa.","A king and queen wished for a child for many years. Finally, a princess was born and three good fairies gave her magical gifts. An uninvited witch cursed the baby with death upon pricking her finger. The third fairy softened the curse with a deep sleep of a hundred years. A brave prince broke the enchantment with a kiss and awakened the entire court with immense joy."
95,El Dragón y el Valle,The Dragon and the Valley,"Había una vez un dragón que protegía un valle verde de invasores codiciosos. Los aldeanos temían su fuego, pero un día una sequía amenazó con destruir sus cosechas. El dragón usó su aliento para derretir glaciares lejanos y traer agua al valle. Los campesinos comprendieron que el dragón no era un monstruo, sino un guardián benevolente. Desde entonces, le ofrendan frutas frescas cada primavera con amor.","Once upon a time, a dragon protected a green valley from greedy invaders. The villagers feared his fire, but one day a drought threatened to destroy their crops. The dragon used his breath to melt distant glaciers and bring water to the valley. The peasants understood that the dragon was not a monster, but a benevolent guardian. Since then, they offer him fresh fruits every spring with love."
96,El Ciervo y la Sombra,The Deer and the Shadow,"Un ciervo majestuoso se detuvo a beber en un lago claro. Admiró sus astas enormes reflejadas en el agua, pero se avergonzó de sus patas delgadas. De pronto, un león apareció entre los arbustos. El ciervo corrió por la llanura y sus patas rápidamente lo llevaron lejos. Luego entró al bosque, donde sus astas se enredaron en las ramas y el león lo atrapó. Lamentó no valorar sus verdaderas fortalezas.","A majestic deer stopped to drink from a clear lake. He admired his huge antlers reflected in the water, but was ashamed of his slender legs. Suddenly, a lion appeared among the bushes. The deer ran across the plain and his fast legs carried him far. Then he entered the forest, where his antlers got tangled in branches and the lion caught him. He regretted not valuing his true strengths."
97,El Castillo Encantado,The Enchanted Castle,"En lo alto de una montaña nevada habitaba un castillo encantado por una hechicera hace siglos. Nadie podía entrar ni salir por los muros de hielo. Una joven tejedora subió la torre en Nochebuena y tocó la cuerda con devoción pura. La campana resonó con un sonido celestial que se oyó en todo el valle nevado. Los aldeanos lloraron de emoción y la maldición se rompió. Desde entonces, solo suena cuando alguien toca con verdadera fe en el corazón.","At the top of a snowy mountain stood a castle enchanted by a sorceress centuries ago. No one could enter or leave through the ice walls. A young weaver climbed the tower on Christmas Eve and touched the rope with pure devotion. The bell resonated with a heavenly sound heard throughout the snowy valley. The villagers wept with emotion and the curse was broken. Since then, it only rings when someone touches it with true faith in their heart."
98,El Pozo Mágico,The Magic Well,"En un pueblo olvidado existía un pozo que concedía deseos una vez al año. Un avaro pidió oro infinito y quedó atrapado en una montaña de monedas. Una niña pidió salud para su abuela y recibió flores curativas. Un anciano pidió lluvia para sus campos y obtuvo una temporada de abundancia. Los aldeanos aprendieron que los deseos egoístas traen prisiones, mientras que los generosos traen bendiciones verdaderas.","In a forgotten village there was a well that granted wishes once a year. A miser asked for infinite gold and got trapped in a mountain of coins. A girl asked for health for her grandmother and received healing flowers. An old man asked for rain for his fields and got a season of abundance. The villagers learned that selfish wishes bring prisons, while generous ones bring true blessings."
99,El Árbol Que Hablaba,The Talking Tree,"Un roble centenario en el bosque adquirió la capacidad de hablar tras ser tocado por un rayo mágico. Los animales acudían a pedirle consejo. Un día, un leñador quiso cortarlo para hacer un barco. Los pájaros, ardillas y ciervos se reunieron y mostraron al hombre cuántas vidas dependían del árbol. El leñador cambió de oficio y se convirtió en el guardabosques más respetado de la región.","A century-old oak in the forest gained the ability to speak after being touched by a magic lightning bolt. The animals came to ask for advice. One day, a woodcutter wanted to cut it down to make a boat. The birds, squirrels, and deer gathered and showed the man how many lives depended on the tree. The woodcutter changed professions and became the most respected ranger in the region."
100,El Espejo Mágico,The Magic Mirror,"Una reina poseía un espejo que mostraba la verdad del corazón de quien se miraba. Los cortesanos veían reflejos de sus ambiciones ocultas. Un día, una sirvienta humilde se miró y vio solo bondad. La reina, celosa, ordenó destruir el espejo, pero este se volvió más brillante. La sirvienta se convirtió en la nueva soberana y usó el espejo para enseñar honestidad a todos sus súbditos con justicia.","A queen owned a mirror that showed the truth of the heart of whoever looked into it. The courtiers saw reflections of their hidden ambitions. One day, a humble servant looked and saw only goodness. The queen, jealous, ordered the mirror destroyed, but it became brighter. The servant became the new sovereign and used the mirror to teach honesty to all her subjects with justice."
101,El Caballo de Troya,The Trojan Horse,"Los griegos lucharon diez años contra Troya sin poder entrar a la ciudad. Construyeron un caballo de madera gigante y lo dejaron como regalo frente a las puertas. Los troyanos, confiados, lo introdujeron dentro. De noche, los soldados griegos escondidos salieron y abrieron las puertas. Los griegos conquistaron Troya. La historia enseña que no siempre los regalos traen la paz que prometen aparentar.","The Greeks fought for ten years against Troy without being able to enter the city. They built a giant wooden horse and left it as a gift in front of the gates. The Trojans, confident, brought it inside. At night, the hidden Greek soldiers came out and opened the gates. The Greeks conquered Troy. The story teaches that gifts do not always bring the peace they appear to promise."
102,El Ciervo Encantado,The Enchanted Deer,"Un príncipe fue convertido en ciervo por una bruja malvada por rechazar su amor. Vivió muchos años en el bosque hasta que una princesa bondadosa lo encontró. Ella reconoció su alma humana en los ojos del animal. Con un beso sincero y una lágrima de compasión, rompió el hechizo. El príncipe recuperó su forma y ambos gobernaron el reino con sabiduría, amor y respeto por todas las criaturas vivientes.","A prince was turned into a deer by an evil witch for rejecting her love. He lived many years in the forest until a kind princess found him. She recognized his human soul in the animal's eyes. With a sincere kiss and a tear of compassion, she broke the spell. The prince regained his form and both ruled the kingdom with wisdom, love, and respect for all living creatures."
103,La Fuente de los Deseos,The Wishing Fountain,En la plaza central de un pueblo italiano había una fuente antigua. Se decía que arrojar una moneda con intención pura hacía realidad un sueño. Un artista pidió inspiración y pintó su obra maestra. Un médico pidió conocimiento y curó enfermedades incurables. Un niño pidió amistad y encontró un perro leal. La fuente nunca se secó porque la esperanza y la fe de la gente la mantenían viva eternamente.,In the central square of an Italian village there was an ancient fountain. It was said that throwing a coin with pure intention made a dream come true. An artist asked for inspiration and painted his masterpiece. A doctor asked for knowledge and cured incurable diseases. A child asked for friendship and found a loyal dog. The fountain never ran dry because the people's hope and faith kept it alive eternally.
104,El Barco de Papel,The Paper Boat,"Un niño plegó un barco de papel y lo lanzó en un arroyo después de la lluvia. El barco viajó kilómetros por ríos y canales, pasando bajo puentes de piedra y molinos antiguos. Una niña lo encontró a la orilla del mar y lo guardó en su cuarto. Años después, ambos se conocieron en la universidad y reconocieron el barco como símbolo de un destino que une a las almas destinadas a encontrarse.","A boy folded a paper boat and launched it in a stream after the rain. The boat traveled for miles through rivers and canals, passing under stone bridges and old mills. A girl found it on the seashore and kept it in her room. Years later, they met at university and recognized the boat as a symbol of a destiny that unites souls meant to find each other."
105,El León y el Mosquito,The Lion and the Mosquito,"Un mosquito se burló del gran león y le picó la nariz repetidamente. El león intentó aplastarlo con sus garras poderosas, pero el insecto era demasiado rápido. El león se cansó y se rindió humillado. El mosquito cantó victoria, pero voló directo a una telaraña y una araña lo atrapó. La moraleja es que el orgullo por pequeñas victorias puede llevarnos a caídas inesperadas y vergonzosas.","A mosquito mocked the great lion and bit his nose repeatedly. The lion tried to crush him with his powerful claws, but the insect was too fast. The lion grew tired and surrendered humiliated. The mosquito sang victory, but flew straight into a spiderweb and a spider trapped him. The moral is that pride in small victories can lead us to unexpected and shameful falls."
106,La Liebre y la Tortuga en la Ciudad,The Hare and the Tortoise in the City,"La liebre y la tortuga decidieron repetir su carrera en las calles de una gran metrópolis moderna. La liebre confió en los semáforos y el metro, pero se perdió entre el tráfico y las distracciones. La tortuga tomó un camino directo por el parque, cruzando puentes peatonales tranquilos. Llegó primero a la meta, demostrando que en un mundo acelerado, la paciencia y la constancia siguen siendo las mejores aliadas del éxito.","The hare and the tortoise decided to repeat their race on the streets of a great modern metropolis. The hare trusted traffic lights and the subway, but got lost among traffic and distractions. The tortoise took a direct path through the park, crossing quiet pedestrian bridges. She arrived first at the finish line, proving that in a fast-paced world, patience and perseverance remain the best allies of success."
107,El Elefante y la Hormiga,The Elephant and the Ant,"Un elefante gigante se burlaba de una hormiga diminuta en la sabana africana. La hormiga le prometió demostrar su fuerza. Esa noche, mientras el elefante dormía, la hormiga entró en su trompa y le hizo cosquillas. El elefante estornudó tan fuerte que despertó a toda la manada. Desde entonces, el elefante respetó a todos los seres, grandes o pequeños, porque cada criatura tiene poderes únicos e invaluables.","A giant elephant mocked a tiny ant in the African savanna. The ant promised to prove her strength. That night, while the elephant slept, the ant entered his trunk and tickled him. The elephant sneezed so hard that he woke the whole herd. Since then, the elephant respected all beings, big or small, because every creature has unique and invaluable powers."
108,La Paloma y la Hormiga,The Dove and the Ant,"Una hormiga cayó a un estanque y luchaba por mantenerse a flote. Una paloma posada en una rama cercana le arrojó una brizna de paja. La hormiga se aferró y llegó a la orilla seca. Más tarde, un cazador apuntó con su red a la paloma. La hormiga trepó por su pierna y le picó con fuerza. El cazador gritó y la paloma escapó. Así se demostró que la gratitud siempre encuentra la manera de devolver el favor.","An ant fell into a pond and struggled to stay afloat. A dove perched on a nearby branch threw her a straw. The ant held on and reached dry land. Later, a hunter aimed his net at the dove. The ant climbed his leg and bit him hard. The hunter yelled and the dove escaped. Thus it was shown that gratitude always finds a way to return the favor."
109,El Zorro y las Uvas Maduras,The Fox and the Ripe Grapes,"Un zorro joven encontró una parra cargada de uvas maduras y dulces al sol de otoño. Saltó una vez, dos veces y muchas más, pero las uvas colgaban demasiado alto. Un pájaro cantor le dijo que pidiera ayuda. El zorro, orgulloso, se negó y se marchó diciendo que estaban agrias. Nunca supo el sabor real del éxito porque dejó que el orgullo le robara la oportunidad de compartir y cooperar con otros.","A young fox found a vine loaded with ripe and sweet grapes in the autumn sun. He jumped once, twice, and many more times, but the grapes hung too high. A songbird told him to ask for help. The fox, proud, refused and walked away saying they were sour. He never knew the real taste of success because he let pride steal the opportunity to share and cooperate with others."
110,El Lobo y el Cordero,The Wolf and the Lamb,"Un lobo hambriento encontró a un cordero bebiendo agua río abajo. Quería comérselo sin culpa, así que lo acusó de enturbiar el agua. El cordero respondió que bebía aguas abajo y no podía ensuciar las de arriba. El lobo lo acusó de insultarle el año pasado. El cordero dijo que aún no había nacido. El lobo, sin más excusas, se lo comió de todos modos, demostrando que los malvados no necesitan razones.","A hungry wolf found a lamb drinking water downstream. He wanted to eat it without guilt, so he accused it of muddying the water. The lamb replied that he drank downstream and could not dirty the upstream water. The wolf accused him of insulting him last year. The lamb said he had not yet been born. The wolf, out of excuses, ate him anyway, proving that the wicked do not need reasons."
111,El Cuervo y el Zorro,The Crow and the Fox,"Un cuervo encontró un trozo de queso fresco en la ventana de una cocina. Voló a una rama alta para comer tranquilo. Un zorro hambriento pasó por debajo y lo elogió diciendo que tenía la voz más hermosa del bosque. El cuervo, halagado, abrió el pico para cantar. El queso cayó directo a las fauces del zorro. El cuervo aprendió que los halagos de extraños suelen esconder intenciones egoístas y peligrosas.","A crow found a piece of fresh cheese on a kitchen window. He flew to a high branch to eat in peace. A hungry fox passed below and praised him, saying he had the most beautiful voice in the forest. The crow, flattered, opened his beak to sing. The cheese fell straight into the fox's jaws. The crow learned that flattery from strangers usually hides selfish intentions and dangers."
112,El Ciervo y su Reflejo,The Deer and His Reflection,"Un ciervo se detuvo a beber en un río sereno. Admiró sus astas imponentes reflejadas en el agua cristalina, pero criticó sus patas flacas y débiles. De pronto, un león apareció entre los arbustos. El ciervo corrió por el llano y sus patas velozmente lo llevaron lejos. Luego entró al bosque, donde sus astas se enredaron en las ramas y el león lo alcanzó. Lamentó no valorar sus verdaderas fortalezas.","A deer stopped to drink from a serene river. He admired his imposing antlers reflected in the crystal water, but criticized his skinny and weak legs. Suddenly, a lion appeared among the bushes. The deer ran across the plain and his fast legs carried him far. Then he entered the forest, where his antlers got tangled in branches and the lion caught him. He regretted not valuing his true strengths."
113,El Oso y los Dos Amigos,The Bear and the Two Friends,Dos amigos caminaban por el bosque cuando un oso enorme apareció ante ellos. Uno subió rápido a un árbol sin ayudar al otro. El segundo se tiró al suelo y contuvo la respiración fingiendo estar muerto. El oso lo olfateó y se alejó pensando que era un cadáver. El amigo del árbol bajó y preguntó qué le había dicho el oso. Respondió que le aconsejó no viajar con amigos que te abandonan en el peligro.,Two friends were walking through the forest when a huge bear appeared before them. One quickly climbed a tree without helping the other. The second lay on the ground and held his breath pretending to be dead. The bear sniffed him and walked away thinking he was a corpse. The friend from the tree came down and asked what the bear had said to him. He replied that it advised him not to travel with friends who abandon you in danger.
